Id,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,MasVnrArea,Fireplaces,BsmtFinSF1,LotFrontage,ExterQual,BsmtQual,KitchenQual,BsmtFinType1,HeatingQC,GarageFinish,GarageType,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
13,144000,5,912,1,352,912,912,1,4,1962,0.0,0,737,0.0,3,3,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,279500,7,1494,3,840,1494,1494,2,7,2006,306.0,1,0,91.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,157000,6,1253,1,352,1253,1253,1,5,1960,212.0,1,733,0.0,3,3,3,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,132000,7,854,2,576,832,854,1,5,1929,0.0,0,0,51.0,3,3,3,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,149000,6,1004,2,480,1004,1004,1,5,1970,180.0,1,578,0.0,3,3,3,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,90000,4,1296,2,516,0,1296,2,6,1967,0.0,0,0,72.0,3,0,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,159000,5,1114,2,576,1114,1114,1,6,2004,0.0,0,646,66.0,3,3,4,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,139000,5,1339,1,294,1029,1339,1,6,1958,0.0,0,504,70.0,3,3,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,325300,8,2376,3,853,1158,1158,3,9,2005,380.0,1,0,101.0,4,5,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,139400,7,1108,1,280,637,1108,1,6,1930,0.0,1,0,57.0,3,3,4,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,230000,8,1795,2,534,1777,1795,2,7,2002,281.0,1,0,75.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,129900,5,1060,2,572,1040,1060,1,6,1976,0.0,1,840,44.0,3,4,3,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,154000,5,1060,1,270,1060,1060,1,6,1968,0.0,1,188,0.0,3,3,4,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,256300,8,1600,3,890,1566,1600,2,7,2007,640.0,1,0,110.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,134800,5,900,2,576,900,900,1,5,1951,0.0,0,234,60.0,3,3,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,306000,8,1704,3,772,1704,1704,2,7,2007,200.0,1,1218,98.0,4,5,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,207500,5,1600,1,319,1484,1600,1,6,1957,0.0,2,1277,47.0,3,3,3,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,68500,4,520,1,240,520,520,1,4,1927,0.0,0,0,60.0,3,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,40000,4,1317,1,250,649,649,1,6,1920,0.0,0,0,50.0,3,3,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,149350,5,1228,1,271,1228,1228,1,6,1966,0.0,0,0,0.0,3,3,4,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,179900,8,1234,2,484,1234,1234,2,7,2007,0.0,0,0,85.0,4,5,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,165500,5,1700,2,447,1398,1700,1,6,1959,0.0,1,1018,70.0,3,3,4,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,277500,9,1561,2,556,1561,1561,2,6,2005,246.0,1,1153,60.0,5,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,309000,8,2452,3,691,1117,1132,3,9,2004,132.0,1,0,108.0,4,5,4,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,145000,5,1097,2,672,1097,1097,1,6,1994,0.0,0,0,112.0,3,4,3,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,153000,5,1297,2,498,1297,1297,1,5,1954,650.0,1,1213,74.0,3,3,3,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,109000,5,1057,1,246,1057,1057,1,5,1953,0.0,0,731,68.0,3,3,4,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,82000,4,1152,0,0,0,1152,2,6,1955,0.0,0,0,65.0,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,160000,6,1324,2,440,1088,1324,2,6,1965,101.0,1,643,84.0,3,3,3,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,170000,5,1328,1,308,1350,1328,1,5,1959,0.0,2,967,115.0,3,3,3,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,144000,5,884,2,504,840,884,1,5,1983,0.0,0,747,0.0,3,4,4,5,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,130250,5,938,1,308,938,938,1,5,1975,0.0,0,280,0.0,3,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,141000,5,1150,1,300,1150,1150,1,6,1959,0.0,0,179,70.0,3,3,3,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,319900,9,1752,2,576,1752,1752,2,6,2005,412.0,1,456,61.0,5,5,5,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,239686,7,2149,2,670,1434,1518,1,6,2003,0.0,1,1351,48.0,4,5,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,249700,8,1656,3,826,1656,1656,2,7,2006,0.0,0,24,84.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,113000,4,1452,0,0,736,736,2,8,1920,0.0,0,0,33.0,3,3,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,127000,5,955,1,386,955,955,1,6,1966,0.0,0,763,66.0,3,3,3,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,177000,6,1470,2,388,794,794,2,6,1997,0.0,0,182,0.0,3,4,3,6,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,114500,6,1176,2,528,816,816,1,6,1934,0.0,1,0,52.0,3,3,3,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,110000,5,816,2,516,816,816,1,5,1963,0.0,0,104,110.0,2,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,385000,9,1842,3,894,1842,1842,0,5,1981,0.0,1,1810,68.0,4,5,4,6,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,130000,5,1360,2,572,384,1360,1,6,1955,0.0,1,384,60.0,3,3,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,180500,6,1425,2,576,1425,1425,2,7,1964,272.0,1,490,100.0,3,3,3,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,172500,8,1739,2,480,970,983,2,7,1999,456.0,0,649,24.0,4,4,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,196500,7,1720,2,565,860,860,2,7,2004,0.0,0,0,89.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,438780,10,2945,3,641,1410,1426,3,10,2006,1031.0,1,0,66.0,5,5,4,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,124900,5,780,1,352,780,780,1,4,1972,0.0,0,632,60.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,158000,6,1158,2,576,1158,1158,1,5,2004,0.0,0,941,63.0,3,4,4,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,101000,5,1111,1,288,530,581,1,6,1920,0.0,0,0,60.0,3,3,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,202500,8,1370,2,484,1370,1370,2,6,2006,178.0,1,24,44.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,140000,7,1710,2,480,576,902,2,9,1921,0.0,0,0,50.0,3,3,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,219500,7,2034,2,645,1057,1057,2,8,1997,573.0,0,739,0.0,3,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,317000,8,2473,3,852,1143,1143,2,9,2004,344.0,1,0,76.0,4,5,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,180000,7,2207,2,576,1947,2207,2,7,1970,287.0,1,912,0.0,3,4,3,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,226000,7,1479,2,558,1453,1479,2,7,2003,167.0,0,1013,72.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,80000,4,747,1,220,747,747,1,4,1945,0.0,0,0,47.0,3,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,225000,7,2287,2,667,1304,1304,2,7,1953,0.0,1,603,81.0,4,3,3,4,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,244000,7,2223,2,516,2223,2223,2,8,1973,1115.0,2,1880,95.0,3,4,3,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,129500,4,845,2,360,845,845,1,4,1982,0.0,0,565,69.0,3,3,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,185000,7,1718,2,427,832,885,2,7,1998,40.0,1,0,74.0,3,4,3,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,144900,5,1086,2,490,1086,1086,1,6,1954,104.0,0,320,85.0,3,3,3,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,107400,3,1605,1,379,840,840,2,8,1915,0.0,0,0,60.0,4,2,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,91000,4,988,1,297,462,526,1,5,1973,0.0,0,462,21.0,3,4,3,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,135750,4,952,1,283,952,952,1,4,1956,0.0,0,228,0.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,127000,5,1285,1,240,672,1072,1,6,1948,0.0,0,336,50.0,3,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,136500,4,1768,0,0,1768,1768,2,8,1968,0.0,0,0,72.0,3,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,110000,5,1230,2,440,440,682,1,5,1910,0.0,0,0,60.0,3,3,3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,193500,6,2142,1,509,896,1182,2,8,1968,576.0,1,448,100.0,3,4,4,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,153500,6,1337,2,405,1237,1337,2,5,1998,443.0,0,1201,32.0,3,5,3,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,245000,8,1563,3,758,1563,1563,2,6,2007,468.0,1,33,78.0,3,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,126500,5,1065,2,461,1065,1065,1,6,1960,66.0,0,0,80.0,3,3,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,168500,7,1474,2,400,384,804,2,7,1995,22.0,1,0,0.0,3,4,3,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,260000,8,2417,2,462,1288,1301,2,9,1991,284.0,1,0,121.0,4,4,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,174000,6,1560,2,400,684,684,2,6,2005,0.0,1,0,122.0,4,4,4,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,164500,6,1224,2,528,612,612,2,4,2009,76.0,0,0,40.0,4,4,4,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,85000,3,1526,0,0,1013,1013,1,6,1915,0.0,0,0,105.0,2,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,123600,4,990,0,0,990,990,1,5,1994,0.0,0,588,60.0,3,4,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,109900,4,1040,2,420,0,1040,1,4,1950,0.0,0,0,60.0,3,0,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,98600,5,1235,2,480,1235,1235,1,6,1961,203.0,0,600,85.0,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,163500,5,964,2,432,876,964,1,5,1921,0.0,0,713,80.0,3,4,3,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,133900,6,2291,2,506,1214,1260,2,9,1910,0.0,1,1046,60.0,3,3,3,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,204750,6,1786,2,684,824,905,2,7,1997,0.0,0,648,69.0,3,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,185000,6,1470,2,420,680,680,2,6,1993,68.0,1,310,0.0,5,4,3,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,214000,7,1588,2,472,1588,1588,2,6,1999,183.0,0,1162,78.0,4,4,4,5,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,94750,4,960,1,432,960,960,1,6,1965,48.0,0,520,73.0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,83000,5,835,1,366,458,835,1,5,1920,0.0,0,108,85.0,3,3,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,128950,4,1225,0,0,950,1225,1,6,1959,0.0,0,569,77.0,3,3,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,205000,6,1610,2,480,1610,1610,2,6,1977,28.0,2,1200,0.0,3,3,4,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,178000,6,1732,2,476,741,977,2,7,1985,336.0,1,0,77.0,4,4,4,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,118964,5,1535,2,410,0,1535,2,8,1979,0.0,0,0,64.0,3,0,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,198900,7,1226,3,740,1226,1226,2,6,2009,0.0,0,0,94.0,3,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,169500,7,1818,1,240,1040,1226,1,7,1931,600.0,2,224,0.0,3,3,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,250000,8,1992,2,648,1053,1053,2,9,2003,768.0,1,0,75.0,4,5,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,100000,4,1047,1,273,641,1047,1,6,1885,0.0,0,0,60.0,3,2,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,115000,5,789,1,250,789,789,1,5,1948,0.0,0,104,50.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109,115000,5,1517,0,0,793,997,2,7,1919,0.0,0,0,85.0,3,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,190000,6,1844,2,546,1844,1844,2,7,1977,480.0,1,705,105.0,3,4,3,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,136900,6,1855,1,325,994,1216,2,7,1954,0.0,0,444,75.0,3,3,3,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,180000,7,1430,2,400,384,774,2,7,2000,0.0,1,250,0.0,3,4,3,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,383970,7,2696,3,792,1264,1282,2,10,2007,220.0,1,984,77.0,4,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
