Id,SalePrice
1620,193193.394941
1621,134189.136492
1622,146027.152313
1623,260257.841602
1624,217955.500117
1625,125678.861598
1626,164996.860753
1627,202872.865893
1628,284210.597197
1629,187110.020383
1630,394034.586839
1631,216281.500996
1632,259794.940301
1633,172245.365596
1634,195638.600177
1635,183046.173185
1636,171384.678375
1637,203570.47163
1638,204511.503006
1639,177286.846918
1640,258445.373802
1641,187587.542105
1642,253619.304872
1643,236680.312977
1644,233614.320616
1645,190547.73147
1646,159067.372031
1647,160774.841949
1648,133233.352097
1649,135295.011513
1650,120440.081696
1651,117268.893563
1652,96693.8791354
1653,94526.2258408
1654,151950.802118
1655,150483.827158
1656,153646.450831
1657,150293.352913
1658,158377.90956
1659,126174.283022
1660,147499.579214
1661,507074.747353
1662,410897.912466
1663,380712.569644
1664,517025.882603
1665,321680.641889
1666,341063.088811
1667,374072.684048
1668,343371.071498
1669,297484.589883
1670,353047.495047
1671,267356.912608
1672,428860.786221
1673,307109.7974
1674,253254.336181
1675,201548.861838
1676,198699.734803
1677,216884.111368
1678,468770.672357
1679,378367.348808
1680,320656.029609
1681,250460.960048
1682,307528.834804
1683,201227.837547
1684,187802.429702
1685,179461.796666
1686,175897.909246
1687,173463.19822
1688,202091.859064
1689,199068.624664
1690,197194.112662
1691,181914.836342
1692,262750.232463
1693,176311.519108
1694,186048.596923
1695,170181.224629
1696,279878.050779
1697,166805.237545
1698,368455.030117
1699,322397.106731
1700,257897.788519
1701,281438.850675
1702,255561.355259
1703,257578.16106
1704,292256.134495
1705,240778.746824
1706,465392.370699
1707,216830.533741
1708,205042.387486
1709,269678.674442
1710,227500.495397
1711,273932.804784
1712,260027.616948
1713,294970.047319
1714,236342.313816
1715,213286.178688
1716,162196.608589
1717,158946.658696
1718,122200.383959
1719,190988.464154
1720,228554.307579
1721,150469.73659
1722,115019.479746
1723,154315.643586
1724,199509.170292
1725,234963.084995
1726,179066.840328
1727,162654.254232
1728,170717.737775
1729,148299.394281
1730,144829.772594
1731,118238.196607
1732,129403.106084
1733,127382.404197
1734,129586.540373
1735,137527.976603
1736,117841.157481
1737,342335.889541
1738,219898.511138
1739,337810.973289
1740,221407.672078
1741,199805.84834
1742,169571.389768
1743,181369.736348
1744,287955.47062
1745,225590.769424
1746,259416.574344
1747,228887.5011
1748,226276.680752
1749,157870.80952
1750,143447.614824
1751,239016.259959
1752,126036.005094
1753,143265.545129
1754,208528.36423
1755,167963.5226
1756,124398.377711
1757,118828.810398
1758,154367.568108
1759,151461.438103
1760,158699.984905
1761,151771.465887
1762,181831.89596
1763,182523.493969
1764,121730.943203
1765,180819.358949
1766,176970.766929
1767,197843.511151
1768,138660.086535
1769,173005.90661
1770,140013.630753
1771,132777.394813
1772,143137.641946
1773,129406.977591
1774,153005.158769
1775,135268.807713
1776,121229.188005
1777,108403.046842
1778,139802.904322
1779,115615.172476
1780,171154.711416
1781,134733.004076
1782,93103.7441008
1783,132974.1297
1784,89023.8421614
1785,114526.472177
1786,156514.054188
1787,162598.766738
1788,68974.2253405
1789,100916.366939
1790,70853.899694
1791,194087.649177
1792,141237.038355
1793,151348.717562
1794,143540.734807
1795,130799.886769
1796,122355.163539
1797,140656.127752
1798,121072.422868
1799,110969.922424
1800,133413.680309
1801,116433.658194
1802,139187.607216
1803,153782.002755
1804,150825.999928
1805,143493.232699
1806,123755.708196
1807,148240.567227
1808,110009.331475
1809,110064.069069
1810,128252.605166
1811,95425.0277547
1812,98180.2742236
1813,117572.529742
1814,85252.8508067
1815,61554.8889097
1816,91503.2750094
1817,118272.971307
1818,151772.600873
1819,125520.643668
1820,83770.1085051
1821,118776.885723
1822,148943.856725
1823,64969.2561221
1824,144343.538826
1825,138042.152838
1826,116232.520459
1827,108022.317717
1828,140915.848388
1829,135732.408742
1830,146198.995955
1831,128561.390814
1832,121626.048596
1833,156276.62382
1834,124683.324731
1835,126455.877778
1836,126608.483788
1837,95845.3802873
1838,129454.127954
1839,93820.9289935
1840,137882.708272
1841,135587.639694
1842,102110.637873
1843,142289.009615
1844,143934.843479
1845,143802.798682
1846,158030.839754
1847,178173.254565
1848,60531.0070525
1849,106706.307678
1850,117498.105506
1851,154152.454368
1852,121721.683728
1853,141681.118559
1854,155380.324286
1855,157196.266375
1856,220073.918792
1857,133805.846751
1858,137693.987034
1859,113466.587022
1860,165489.575997
1861,112699.624946
1862,322648.028955
1863,322648.028955
1864,322648.028955
1865,318769.12941
1866,317588.9738
1867,233575.315087
1868,291793.538374
1869,212825.750215
1870,222340.814306
1871,246511.829114
1872,170711.816699
1873,248996.492047
1874,143320.616738
1875,209770.167125
1876,203840.354511
1877,221453.994709
1878,209829.936559
1879,121358.06756
1880,135313.540292
1881,262225.376449
1882,250636.258091
1883,194275.393543
1884,205352.254755
1885,237239.050764
1886,280587.631922
1887,219641.959626
1888,274026.635708
1889,165471.944747
1890,120408.502152
1891,128186.129677
1892,97752.0385803
1893,133816.149005
1894,121256.645927
1895,148840.02748
1896,134489.202789
1897,126502.082307
1898,117160.272631
1899,170732.047438
1900,157914.022577
1901,195141.331462
1902,166960.050142
1903,271948.501669
1904,149128.687484
1905,184758.120238
1906,145511.410112
1907,230399.978656
1908,118925.238578
1909,153774.700901
1910,138361.819336
1911,215722.741225
1912,332595.779566
1913,182820.605267
1914,66165.3983685
1915,308235.623778
1916,60148.8401142
1917,252411.278327
1918,143067.142185
1919,181122.339995
1920,156130.920711
1921,345086.473959
1922,290136.098225
1923,241491.419474
1924,228904.990457
1925,225760.985545
1926,360002.423422
1927,134679.085628
1928,161082.455478
1929,121947.070507
1930,138906.95218
1931,135050.728914
1932,131367.303084
1933,176929.872708
1934,191998.354748
1935,176616.81428
1936,195872.676312
1937,178679.354096
1938,181205.374987
1939,271196.176175
1940,192033.590189
1941,183313.670765
1942,188802.516688
1943,214026.68981
1944,381056.952861
1945,373460.795736
1946,175935.087267
1947,321761.447078
1948,174429.880275
1949,237532.973547
1950,172874.124831
1951,259034.038579
1952,226774.160833
1953,171670.62965
1954,189824.029624
1955,131745.07646
1956,350745.584648
1957,155411.612394
1958,286505.115605
1959,143223.400035
1960,115486.416441
1961,118695.369312
1962,96115.0409678
1963,100275.792596
1964,107604.892731
1965,151855.419436
1966,140476.044487
1967,278517.270921
1968,404767.756846
1969,370527.930654
1970,444075.850006
1971,495294.244062
1972,386244.02301
1973,267942.525657
1974,337675.858711
1975,487091.779139
1976,273097.223657
1977,389673.411619
1978,371693.924591
1979,319932.434504
1980,210189.435392
1981,347941.374584
1982,224074.99052
1983,206600.986426
1984,182947.441599
1985,213938.303829
1986,220355.37938
1987,172156.082298
1988,186167.482757
1989,198443.423688
1990,218773.893778
1991,213599.701328
1992,227915.959643
1993,175580.856085
1994,256106.502567
1995,194184.282684
1996,302647.637995
1997,321641.747292
1998,336191.788022
1999,274171.692356
2000,305106.737587
2001,265466.648489
2002,266211.02347
2003,269552.812591
2004,273026.128626
2005,254814.015042
2006,216405.489393
2007,257587.221436
2008,204150.294597
2009,181459.330591
2010,181522.274364
2011,129925.789186
2012,167073.452818
2013,176480.715039
2014,187320.464374
2015,190813.006813
2016,189271.372284
2017,194906.957291
2018,126423.181384
2019,134342.647884
2020,125122.611879
2021,124137.743884
2022,197907.488307
2023,150400.984069
2024,288898.006041
2025,363851.523298
2026,188886.370493
2027,159048.836172
2028,166400.292176
2029,168557.030784
2030,273624.959203
2031,237411.340409
2032,270668.274737
2033,267576.472185
2034,175557.333688
2035,212841.955425
2036,202682.4316
2037,207587.301035
2038,338212.415437
2039,214248.916346
2040,386699.029523
2041,295795.815451
2042,204408.232318
2043,172046.538809
2044,176549.515032
2045,203647.5516
2046,150433.556733
2047,149720.271667
2048,128654.86206
2049,137730.196449
2050,182753.195585
2051,103856.0708
2052,127991.293503
2053,141920.327336
2054,89346.699497
2055,153044.562211
2056,139237.826858
2057,129470.184689
2058,200215.854266
2059,144544.051418
2060,158212.487764
2061,175449.751677
2062,136474.81247
2063,118649.846722
2064,129177.271103
2065,122237.618721
2066,172946.821336
2067,128690.692442
2068,136048.474117
2069,85208.3756761
2070,102043.509985
2071,88828.2253073
2072,157521.760702
2073,143206.457825
2074,171615.968789
2075,134642.333858
2076,119593.131683
2077,144094.30636
2078,126327.988675
2079,143267.622587
2080,114957.923951
2081,135548.979912
2082,126848.156464
2083,146317.422744
2084,108187.146416
2085,124596.590063
2086,122481.023697
2087,120372.811089
2088,94903.2839019
2089,88204.618935
2090,125054.408966
2091,95245.1868721
2092,120857.659993
2093,136987.140117
2094,112235.77367
2095,155672.631871
2096,84354.912595
2097,88109.7677973
2098,158729.776989
2099,62999.1533691
2100,94804.7908002
2101,114995.742934
2102,130817.385758
2103,99675.4024032
2104,146372.55702
2105,111826.555098
2106,78523.5087263
2107,184196.945617
2108,105686.24038
2109,100128.843339
2110,123270.485615
2111,165055.881389
2112,146987.815215
2113,134494.860627
2114,125442.50241
2115,173027.552786
2116,119597.208563
2117,155466.594049
2118,141912.182381
2119,121880.000321
2120,118474.490084
2121,79091.3024993
2122,109728.724619
2123,89707.9231874
2124,197379.252232
2125,134690.618782
2126,180976.24843
2127,149254.81953
2128,131911.778068
2129,93918.6493221
2130,131876.916756
2131,174116.861303
2132,113952.009579
2133,111306.701374
2134,124280.286191
2135,82492.9866743
2136,98734.239534
2137,115242.104874
2138,137034.800334
2139,150444.327699
2140,143488.561866
2141,146220.49021
2142,130603.459899
2143,134366.433322
2144,125886.271833
2145,143126.146095
2146,157923.917748
2147,209807.984256
2148,129163.520646
2149,137893.649725
2150,239217.31797
2151,120094.348475
2152,140971.188622
2153,155273.399577
2154,105583.021777
2155,117578.139749
2156,284768.91174
2157,233277.95567
2158,231206.034055
2159,213378.97873
2160,172008.177735
2161,245971.09159
2162,399451.579472
2163,339554.853874
2164,238428.059176
2165,213841.912306
2166,147122.804345
2167,220338.325476
2168,205099.172585
2169,201177.22727
2170,223158.715446
2171,156766.310899
2172,138801.714507
2173,154976.564176
2174,242524.8629
2175,292766.019952
2176,292109.551958
2177,254937.442473
2178,217024.243475
2179,143769.747882
2180,245795.244731
2181,197053.495847
2182,223146.991872
2183,195421.342065
2184,122722.353705
2185,134318.435497
2186,140384.298439
2187,145793.237881
2188,152240.407709
2189,256628.602806
2190,87568.9288809
2191,87600.7738553
2192,95426.6523868
2193,99562.6833693
2194,92584.542827
2195,114455.177635
2196,107957.629589
2197,111649.938594
2198,143217.811818
2199,174299.463402
2200,163701.458059
2201,152544.766249
2202,200397.118988
2203,165168.122637
2204,202881.743027
2205,132955.771708
2206,157233.509031
2207,229445.130794
2208,264706.472751
2209,231434.496569
2210,130117.310939
2211,100055.764168
2212,104099.145639
2213,102759.722417
2214,152929.339996
2215,89518.8922239
2216,169690.923736
2217,51511.2456079
2218,93881.6166266
2219,77859.6568265
2220,83677.2367433
2221,308799.546886
2222,288273.691183
2223,247305.587701
2224,205125.110906
2225,138928.351977
2226,183922.912151
2227,206849.265947
2228,255426.183402
2229,247604.256126
2230,149718.718935
2231,201042.669101
2232,178491.584942
2233,185009.013902
2234,245157.304884
2235,231731.447848
2236,273604.065433
2237,314458.520873
2238,205294.820815
2239,113052.60293
2240,163194.350073
2241,151020.914575
2242,117270.552549
2243,119241.71894
2244,98595.3166777
2245,98327.5723083
2246,149565.967466
2247,102499.744427
2248,125256.984663
2249,131275.824624
2250,131945.004631
2251,137485.343782
2252,171145.108366
2253,157181.345961
2254,172858.873838
2255,198376.395655
2256,189729.143891
2257,224960.55704
2258,166903.974797
2259,173729.372689
2260,162711.446922
2261,173556.396829
2262,211076.656313
2263,411077.095298
2264,458097.721717
2265,183479.32908
2266,301879.364488
2267,354309.623377
2268,419493.449629
2269,157070.005957
2270,180527.787989
2271,223218.1271
2272,212944.96859
2273,166801.5036
2274,177164.601164
2275,165143.044431
2276,188560.045851
2277,187689.177247
2278,142304.259196
2279,134664.260622
2280,107357.016115
2281,174530.265664
2282,192833.02792
2283,103324.982845
2284,121573.892779
2285,142772.51799
2286,123777.276514
2287,347552.954304
2288,280119.739367
2289,351580.206962
2290,450709.75084
2291,347300.833939
2292,426212.550772
2293,482173.501271
2294,418659.640806
2295,438181.455348
2296,281717.973881
2297,320259.804416
2298,332407.959728
2299,405957.229686
2300,339107.158634
2301,260719.892845
2302,255690.859651
2303,241748.482869
2304,253389.595606
2305,196755.067003
2306,199746.548254
2307,199244.848721
2308,228199.749194
2309,278038.709321
2310,206470.774033
2311,218030.589661
2312,182196.725755
2313,182428.510179
2314,176166.732779
2315,181065.859111
2316,195200.099418
2317,200964.430826
2318,176648.894771
2319,181177.978509
2320,185604.831234
2321,233770.684811
2322,175218.067549
2323,184454.951942
2324,184198.567534
2325,216594.763153
2326,170185.380979
2327,221937.664405
2328,229383.537476
2329,198654.042207
2330,185127.286276
2331,377751.959534
2332,414654.376499
2333,337397.085326
2334,268483.073255
2335,275678.651865
2336,349461.292825
2337,197264.840394
2338,275980.220378
2339,233049.336319
2340,390693.520032
2341,223590.518759
2342,240403.237406
2343,239058.759074
2344,231828.404766
2345,252717.077509
2346,213746.824434
2347,197284.523971
2348,236931.152881
2349,178720.683184
2350,307366.47998
2351,256436.506051
2352,259518.967323
2353,273420.898412
2354,116974.279553
2355,128407.333335
2356,149566.754283
2357,191452.811691
2358,192335.958
2359,135935.811562
2360,114302.702483
2361,135567.903581
2362,297601.186525
2363,138550.034246
2364,168899.524861
2365,238077.305638
2366,195351.854957
2367,227946.199497
2368,229368.935441
2369,223784.794865
2370,169808.282683
2371,173644.139442
2372,186832.902287
2373,275542.562855
2374,350732.808523
2375,242368.233819
2376,309366.605309
2377,373888.896551
2378,137981.623776
2379,211992.561096
2380,151706.002991
2381,163378.810638
2382,188797.238047
2383,200490.182089
2384,235489.509849
2385,153837.241009
2386,135233.179655
2387,138492.026547
2388,109414.240943
2389,136392.723847
2390,142542.989469
2391,144929.975696
2392,107177.323444
2393,163801.105575
2394,142871.451536
2395,192773.951118
2396,149045.524291
2397,198787.574586
2398,115944.097149
2399,75588.554309
2400,68860.5913345
2401,109048.319151
2402,135643.965455
2403,139594.282193
2404,147725.834948
2405,158053.356336
2406,141726.871594
2407,127729.953406
2408,138860.081414
2409,128169.360888
2410,187811.52679
2411,120115.950786
2412,147831.053138
2413,132468.336846
2414,135349.09658
2415,131964.067729
2416,127843.533179
2417,130203.409147
2418,114910.365817
2419,125324.535116
2420,133371.603425
2421,152862.273333
2422,108900.24189
2423,103137.960045
2424,155846.335154
2425,217579.713587
2426,134680.35739
2427,113204.72254
2428,164924.158792
2429,119535.376372
2430,135252.68871
2431,129529.17885
2432,141303.928499
2433,139013.326913
2434,141282.810887
2435,157558.687859
2436,106689.109068
2437,114516.236141
2438,132235.832228
2439,104558.306012
2440,120474.637731
2441,106368.676677
2442,99152.6326683
2443,124132.133523
2444,124688.051373
2445,91781.9826093
2446,131442.331145
2447,183782.199429
2448,129051.49679
2449,115787.171268
2450,136830.049579
2451,121793.868831
2452,180806.049097
2453,94948.9768076
2454,115216.607913
2455,112653.780479
2456,131566.369974
2457,126743.43057
2458,136683.045984
2459,111158.273113
2460,146931.958621
2461,128587.143056
2462,135752.24175
2463,137176.920691
2464,162171.641869
2465,147339.890462
2466,118008.576495
2467,143681.742127
2468,98933.6366884
2469,101426.306072
2470,208538.162549
2471,210189.319739
2472,184484.918162
2473,113150.968565
2474,98058.1592503
2475,212675.837925
2476,114159.665973
2477,127477.155736
2478,159981.644507
2479,116219.8727
2480,122878.129431
2481,125390.509318
2482,129257.298348
2483,119293.249931
2484,113631.886714
2485,123017.930607
2486,147352.23223
2487,175265.987966
2488,147980.654102
2489,161126.777846
2490,136713.031444
2491,86184.3713153
2492,207457.183473
2493,141204.55626
2494,144793.04382
2495,105978.91274
2496,288015.561436
2497,161307.942588
2498,109284.700262
2499,91384.9872628
2500,123659.985654
2501,131826.187216
2502,141265.308884
2503,95947.0398842
2504,184425.483374
2505,217941.163412
2506,249257.730057
2507,283869.51677
2508,248968.987319
2509,220480.802992
2510,224954.111011
2511,180155.901427
2512,202675.470827
2513,216934.299577
2514,242727.614301
2515,146704.508875
2516,171290.122329
2517,136405.666457
2518,145692.27444
2519,226790.642273
2520,209827.447681
2521,192769.19351
2522,228116.975621
2523,134052.758792
2524,141208.258192
2525,143338.905416
2526,142003.98848
2527,121939.149703
2528,126185.11951
2529,143476.05576
2530,121271.932822
2531,243635.660315
2532,239391.379454
2533,195691.217488
2534,228003.50571
2535,306250.988521
2536,245852.426698
2537,213427.77497
2538,179788.39834
2539,191203.325753
2540,181381.310699
2541,182844.242569
2542,162340.566054
2543,133184.621081
2544,110109.059225
2545,125509.219745
2546,136557.965129
2547,134557.110596
2548,150532.336186
2549,160651.919124
2550,232549.980678
2551,145122.805592
2552,109177.91992
2553,83807.1607255
2554,104769.939139
2555,98161.3114957
2556,102073.324036
2557,108007.241253
2558,160759.538596
2559,150723.161536
2560,152580.641575
2561,148840.768872
2562,147791.357184
2563,149041.427824
2564,196872.007547
2565,129502.565569
2566,175586.786552
2567,156108.995441
2568,220508.562122
2569,222263.117051
2570,132373.483217
2571,183208.460562
2572,159850.096573
2573,239889.520426
2574,308776.601082
2575,136100.260131
2576,126865.053772
2577,152197.577993
2578,92211.1151307
2579,66308.9560418
2580,123223.799929
2581,124362.476705
2582,118487.396603
2583,275640.531313
2584,184596.170251
2585,193492.971945
2586,214604.106045
2587,199049.16953
2588,131546.890481
2589,156274.385112
2590,220115.220119
2591,208408.93392
2592,221901.406737
2593,252914.443061
2594,170482.832575
2595,198367.639962
2596,286389.871074
2597,203812.777336
2598,292922.879511
2599,342189.006333
2600,138717.870531
2601,136740.215669
2602,91334.0169391
2603,99338.9983739
2604,91035.5499544
2605,92066.2378419
2606,155723.527938
2607,183489.298082
2608,199221.14985
2609,156739.303914
2610,111034.619182
2611,143521.549998
2612,145657.284882
2613,128208.678325
2614,126915.875958
2615,150613.120317
2616,146814.868338
2617,179720.792552
2618,196943.816631
2619,183903.170852
2620,183244.070245
2621,174343.705009
2622,185519.649973
2623,248948.583996
2624,280655.149544
2625,341082.625235
2626,170977.570808
2627,157444.885116
2628,468421.348084
2629,571016.254131
2630,360629.186327
2631,512891.608826
2632,452680.556018
2633,308392.12647
2634,425184.031373
2635,161204.133191
2636,179310.476175
2637,175602.208853
2638,279340.181114
2639,190108.920498
2640,145082.474382
2641,110165.656223
2642,195702.156248
2643,101078.838718
2644,132043.01317
2645,105880.224311
2646,96545.159005
2647,105501.079835
2648,150492.270418
2649,146263.054195
2650,131955.090334
2651,153925.171348
2652,417009.165533
2653,264057.408938
2654,262139.94348
2655,376701.652561
2656,324126.22103
2657,342067.398786
2658,300030.917298
2659,303665.202903
2660,359288.853654
2661,341699.465743
2662,357198.914187
2663,278781.091165
2664,268920.071277
2665,316268.609108
2666,271115.235163
2667,179219.13415
2668,185656.488721
2669,186300.832232
2670,293802.291201
2671,186747.881279
2672,192561.728828
2673,213866.64777
2674,216870.94888
2675,166331.374249
2676,199104.552831
2677,208805.813895
2678,246086.923235
2679,277884.487333
2680,292837.571382
2681,442929.204725
2682,339057.572168
2683,513146.731702
2684,316940.365849
2685,339390.386976
2686,255146.835474
2687,311748.683303
2688,223442.301824
2689,206803.663507
2690,450461.614149
2691,196085.616099
2692,124381.617328
2693,185610.75009
2694,121818.744525
2695,187120.883607
2696,174793.138429
2697,178449.844336
2698,191236.915115
2699,189149.002157
2700,162915.985612
2701,155460.522232
2702,122826.18319
2703,133732.353339
2704,140303.813019
2705,127320.914778
2706,118821.601536
2707,117811.148494
2708,130950.08582
2709,113580.490569
2710,129993.373698
2711,390838.567244
2712,428681.653937
2713,180488.230553
2714,153561.029001
2715,164602.302455
2716,149141.874745
2717,193382.769609
2718,234461.05703
2719,159178.764307
2720,164500.36141
2721,143780.330256
2722,167796.106902
2723,155086.191149
2724,134050.804899
2725,135353.215516
2726,138712.183816
2727,182626.945992
2728,167161.071995
2729,154089.110628
2730,141752.96694
2731,126059.476698
2732,119629.40328
2733,156625.941638
2734,150680.130027
2735,142522.324728
2736,140979.038417
2737,120353.323147
2738,135489.582417
2739,170523.567404
2740,129096.820692
2741,146866.942139
2742,155540.282297
2743,144409.898746
2744,154595.89311
2745,146528.66665
2746,135694.430644
2747,151102.254454
2748,130430.221607
2749,129935.209608
2750,127777.398092
2751,128905.085148
2752,216748.188334
2753,149115.90668
2754,206891.967257
2755,136013.036918
2756,91217.79018
2757,89902.4981936
2758,79324.0184637
2759,150449.98467
2760,122284.302199
2761,141947.69168
2762,148149.557526
2763,184667.212426
2764,151003.174776
2765,220251.005132
2766,138372.865688
2767,91274.8590948
2768,121218.436875
2769,140006.537688
2770,144310.733813
2771,121908.930842
2772,118963.674013
2773,151949.432934
2774,130233.764401
2775,114560.205373
2776,135742.339045
2777,138447.222162
2778,107792.149523
2779,130774.723522
2780,108141.296602
2781,87421.3900744
2782,103259.788363
2783,93207.4197857
2784,120802.237874
2785,135683.290054
2786,69420.651358
2787,117084.074438
2788,83440.0620694
2789,169482.202269
2790,101273.762685
2791,118630.867226
2792,67215.7548811
2793,155824.400098
2794,108177.840916
2795,126046.078394
2796,93956.6216538
2797,183253.204172
2798,92236.0413793
2799,100611.500994
2800,86092.7543592
2801,106993.153183
2802,132620.09748
2803,154784.798673
2804,117409.357765
2805,96145.1608285
2806,94466.6436567
2807,149872.7456
2808,141561.495218
2809,133172.922073
2810,142077.401331
2811,149172.623771
2812,140995.220642
2813,169298.126377
2814,164540.488625
2815,92494.7349694
2816,267356.18559
2817,167687.377053
2818,123858.372458
2819,192632.630996
2820,147153.200676
2821,121984.590155
2822,184572.759998
2823,292942.029386
2824,174685.38236
2825,128521.364177
2826,117549.150752
2827,140867.195316
2828,269678.347446
2829,192923.7206
2830,237696.836707
2831,189889.478739
2832,255755.700785
2833,272604.541865
2834,209115.854115
2835,222140.842382
2836,188217.196359
2837,209670.662421
2838,143005.129607
2839,174173.369123
2840,204479.590225
2841,210194.439413
2842,231074.128894
2843,153017.028259
2844,159185.7024
2845,122609.757986
2846,207093.780541
2847,201476.641662
2848,211609.098226
2849,208475.190762
2850,286525.954254
2851,226931.112905
2852,249364.088345
2853,243714.606043
2854,148431.833117
2855,214185.891476
2856,198451.508847
2857,187260.616788
2858,207188.076137
2859,125293.497866
2860,121284.908637
2861,137718.823724
2862,192282.3124
2863,124366.125131
2864,245786.808897
2865,139538.600786
2866,167646.403196
2867,100826.573047
2868,115563.676561
2869,113196.898378
2870,142025.929824
2871,98293.000692
2872,63553.6542852
2873,96368.2755888
2874,119288.765746
2875,133956.55257
2876,154899.813617
2877,132264.695905
2878,176143.300906
2879,126386.7929
2880,110491.670529
2881,165161.835039
2882,180705.855582
2883,213216.330559
2884,221622.356501
2885,191114.489548
2886,245811.410123
2887,101443.239006
2888,137598.271235
2889,64773.5605278
2890,73344.2113747
2891,146597.051457
2892,58221.5728452
2893,108052.647386
2894,66396.1630813
2895,307922.297834
2896,295603.009647
2897,190219.926953
2898,155024.927255
2899,200788.219642
2900,151633.950561
2901,203996.851868
2902,168141.490013
2903,334885.728694
2904,321038.975146
2905,95590.0166407
2906,203255.768974
2907,104135.058692
2908,127042.495526
2909,158907.802873
2910,80099.412754
2911,90475.7127184
2912,136618.014404
2913,90263.008693
2914,80347.6537467
2915,82978.9808951
2916,88737.4417072
2917,159024.845135
2918,111956.596641
2919,221887.220904
